classification_id,medical_id,classification_level,classification_name,parent_id,publication_classification_id,regdate,lastupdate
101,1,1,医療用消毒器,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
102,1,1,体組成計,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
103,1,1,処置台,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
104,1,1,冷凍手術装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
105,1,1,誘発電位検査装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
106,1,1,コンピューテッドラジオグラフ,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
107,1,1,手動式血圧計,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
108,1,1,保育器,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
109,1,1,大動脈内バルーンポンプ,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
110,1,1,蛍光観察システム,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
111,1,1,脳内視鏡ホルダー,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
112,1,1,白内障手術装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
113,1,1,硬性レゼクトスコープ,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
114,1,1,インフューザーポンプ,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
115,1,1,内視鏡用ビデオカメラ,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
116,1,1,フローメーター,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
117,1,1,内視鏡下手術用ロボット,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
118,1,1,ナビゲーションシステム,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
119,1,1,尿検査又は糞便検査用器具,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
120,1,1,滅菌器,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
121,1,1,術者用椅子,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
122,1,1,マイクロ波型手術装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
123,1,1,手術台及び治療台,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
124,1,1,パルスオキシメータ,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
125,1,1,整形用機械器具,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
126,1,1,自己血回収装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
127,1,1,保温庫,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
128,1,1,微生物,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
129,1,1,加圧バック,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
130,1,1,ギブス台,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
131,1,1,タオルホルダー,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
132,1,1,検診台,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
133,1,1,洗浄機,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
134,1,1,整形用ヘルメット,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
135,1,1,吸引娩出器,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
136,1,1,医療用測定装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
137,1,1,治療台,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
138,1,1,手術手洗装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
139,1,1,マイクロスライサー,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
140,1,1,ヘッドライト,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
141,1,1,カメラ,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
142,1,1,熱メス,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
143,1,1,医療用テーブルタップ,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
144,1,1,サーモグラフィー,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
145,1,1,血圧監視装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
146,1,1,医療用洗浄器,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
147,1,1,医療用吸入器,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
148,1,1,情報,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
149,1,1,検体管理,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
150,1,1,無侵襲混合血酸素飽和度監視装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
151,1,1,冷温水槽,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
152,1,1,汎用Ｘ線診断装置用電動式患者台,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
153,1,1,染色体,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
154,1,1,電動式内視鏡レンズ洗浄器,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
155,1,1,手術用椅子,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
156,1,1,撮影台,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
157,1,1,▲,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
158,1,1,補助循環装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
159,1,1,直腸鏡,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
160,1,1,分娩監視装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
161,1,1,心筋保護液供給装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
162,1,1,高電圧電気刺激装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
163,1,1,体温計,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
164,1,1,乳癌リンパ節転移,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
165,1,1,常設機器セット,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
166,1,1,ＦＦＰ解凍器,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
167,1,1,還流装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
168,1,1,手洗い装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
169,1,1,病理,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
170,1,1,その他の医療機器,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
171,1,1,逆浸透法精製水製造装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
172,1,1,イルリガードル台,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
173,1,1,シーリングペンダント,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
174,1,1,医療用エックス線装置及び医療用エックス線装置用エッ,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
175,1,1,清拭車,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
176,1,1,ＲＯ水製造装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
177,1,1,人工心肺装置,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
178,1,1,輸血部,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
179,1,1,診察台,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
180,1,1,電子顕微鏡,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
181,1,1,ターニケットシステム,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
182,1,1,血糖測定器,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
183,1,1,超音波吸引器,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
184,1,1,関節鏡イリゲーション,,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
185,1,2,ESSジェネレーター,1,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
186,1,2,手術台バッテリー,2,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
187,1,2,超音波画像診断装置（S3000）,3,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
188,1,2,高周波焼灼装置（電気手術器）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
189,1,2,バイポーラ（コッドマン）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
190,1,2,ＸＰＳドリル,6,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
191,1,2,電気メス（アースロケアー）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
192,1,2,マイクロ波焼灼システム,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
193,1,2,不整脈モニタリングシステム（WEP-4208),7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
194,1,2,RENASYS,8,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
195,1,2,汎用人工呼吸器(Ｃａｒｉｎａ),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
196,1,2,凝固,10,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
197,1,2,フローアナライザー,12,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
198,1,2,新生児黄疸光線治療器,13,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
199,1,2,注射筒輸液ポンプ（TE-351Q),14,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
200,1,2,体外循環用血液学的パラメータモニタ,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
201,1,2,生理サーバー,16,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
202,1,2,瞳孔記録計,17,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
203,1,2,多項目モニタ（BP-A308),18,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
204,1,2,逐次型空気圧式マッサージ器（SCDセクエル）,19,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
205,1,2,汎用分光光度分析装置,20,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
206,1,2,ベッドサイドモニター,7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
207,1,2,成人用人工呼吸器(V60ﾍﾞﾝﾁﾚｰﾀ),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
208,1,2,スポットライト,21,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
209,1,2,アルゴンガス発生装置,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
210,1,2,ビデオ硬性腹腔鏡,22,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
211,1,2,カメラ（内視鏡ユニット）,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
212,1,2,医療用ガス分配器,24,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
213,1,2,その他の医薬品注入器（ＭＲ用）,25,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
214,1,2,線形加速器システム,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
215,1,2,気管支スコープ,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
216,1,2,オキシメーター,27,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
217,1,2,浸透圧,28,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
218,1,2,血液凝固分析装置,20,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
219,1,2,恒温槽,29,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
220,1,2,ソリッドステートグリーンレーザー,30,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
221,1,2,ポイントセッターユニット,31,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
222,1,2,ビデオプロセッサー（内視鏡ユニット）,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
223,1,2,造影剤注入装置,33,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
224,1,2,ガス加温器,34,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
225,1,2,生化学,35,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
226,1,2,モニタ（術野カメラ）,36,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
227,1,2,滑走式ミクロトーム,37,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
228,1,2,リガシュア,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
229,1,2,非静注インフュージョンポンプ,25,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
230,1,2,電磁血流計,38,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
231,1,2,カメラアーム,39,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
232,1,2,システムカート,40,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
233,1,2,ウルチアレン光源,21,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
234,1,2,ＡＣアダプター,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
235,1,2,ＰＣＲ,41,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
236,1,2,プリンター,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
237,1,2,超音波画像診断装置（AplioXV）,3,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
238,1,2,ＰＡＬ　Ｉ,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
239,1,2,インディサーモ,42,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
240,1,2,重要パラメータ付多項目モニタ（BP-８８S）,18,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
241,1,2,ＳＣＤ,19,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
242,1,2,小型輸液ポンプ（6300）,25,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
243,1,2,光源装置,21,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
244,1,2,プロカル,35,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
245,1,2,可搬型人工呼吸器（monnal T60),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
246,1,2,電気メス（エルベICC200）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
247,1,2,輸液ポンプ,43,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
248,1,2,フォーストライアッド1,44,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
249,1,2,遠心器,45,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
250,1,2,ＪＭＳ冷温水槽,46,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
251,1,2,壁掛け式吸引器,47,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
252,1,2,ＵＰＳ,48,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
253,1,2,検査室用屈折計,20,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
254,1,2,ノートパソコン,40,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
255,1,2,平衡機能検査,49,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
256,1,2,血小板凝集測定器,50,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
257,1,2,プロセッサー・光源装置,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
258,1,2,成人用人工呼吸器(LTV-1000),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
259,1,2,汎用心電計（FCP-3166）,51,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
260,1,2,ソノペット,52,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
261,1,2,βＤグル,35,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
262,1,2,睡眠評価装置,53,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
263,1,2,ベノストリーム,19,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
264,1,2,モルセレーター,54,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
265,1,2,無影灯（天吊型）,55,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
266,1,2,微生物由来成分分析装置,20,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
267,1,2,輸液・輸血加温器具,56,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
268,1,2,超音波,16,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
269,1,2,血漿融解装置,56,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
270,1,2,高頻度人工呼吸器(HUMMING X),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
271,1,2,ミストクリーン,57,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
272,1,2,モータ付自動絞りX 線診断装置用コリメータ,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
273,1,2,血液・輸液ウォーミング装置,58,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
274,1,2,シャワートロリー,40,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
275,1,2,自動血圧計,18,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
276,1,2,コマンドコントローラ,6,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
277,1,2,新生児・小児用人工呼吸器（SERVO-n),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
278,1,2,中心静脈留置型経皮的体温調節装置システム,59,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
